,Unnamed: 0,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Unnamed: 10,Unnamed: 11,gender_int,sub_categories_int
202,202,33213,Women,Apparel,Topwear,Tops,Magenta,Summer,2012.0,Casual,Sepia Women Printed Magenta Top,,,1,0
203,203,39729,Women,Apparel,Topwear,Tops,Olive,Summer,2012.0,Casual,Arrow Woman Olive Top,,,1,0
204,204,25376,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016.0,Casual,Levis Men Grey Innerwear T-Shirt,,,0,5
205,205,11143,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Price Catch Black Shirts,,,0,0
206,206,56684,Women,Apparel,Saree,Sarees,Beige,Fall,2012.0,Ethnic,Fabindia Beige & Maroon Mull Printed Saree,,,1,3
207,207,4988,Women,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,Gini and Jony Girl's Vanya White Polka Dot Kidswear,,,1,2
208,208,44341,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Indian Terrain Men Blue T-shirt,,,0,0
209,209,14431,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Enroute Women Casual Black Flats,,,1,4
210,210,33021,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012.0,Ethnic,Mother Earth Women Printed Cream Kurta,,,1,0
211,211,11371,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,United Colors Of Benetton Men Summer Black Shirts,,,0,0
212,212,41401,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Wrangler Women White Smocked Top,,,1,0
213,213,14603,Men,Accessories,Socks,Socks,Grey,Summer,2011.0,Casual,United Colors of Benetton Men Pack of 2 Grey Socks,,,0,7
214,214,4386,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Wrangler Cowboy Photo T-shirt,,,0,0
215,215,16154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Enroute Men Leather Black Formal Shoes,,,0,4
216,216,29789,Men,Apparel,Topwear,Tshirts,Pink,Summer,2013.0,Casual,Basics Men Pack of 3 T-shirt,,,0,0
217,217,7503,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's As Icon Blue T-shirt,,,0,0
218,218,34204,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2013.0,Casual,Proline Men Navy Track Pants,,,0,1
219,219,50741,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Chief Men Black Shoes,,,0,4
220,220,13426,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Red  Polo T-shirts,,,0,0
221,221,43356,Women,Footwear,Shoes,Sports Shoes,Charcoal,Summer,2012.0,Sports,Reebok Women Charcoal Grey Fuel Techno Sports Shoes,,,1,4
222,222,13846,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,John Miller Men Stripes Blue Shirts,,,0,0
223,223,12994,Boys,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Kids Boys Duramo Synthetic Black Sports Shoes,,,2,4
224,224,46278,Women,Apparel,Topwear,Tunics,Red,Summer,2012.0,Casual,109F Women Red & White Striped Tunic,,,1,0
225,225,16508,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,,,0,1
226,226,18492,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,Puma Men Danny Blue Slipper,,,0,8
227,227,19540,Men,Apparel,Topwear,Sweaters,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Solid Blue Sweater,,,0,0
228,228,7963,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Puma Men's Large Logo Graphic White French T-shirt,,,0,0
229,229,49230,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Calzini Men Pack of 5 Sports Socks,,,0,7
230,230,57138,Women,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,Elle Women Brown Trousers,,,1,1
231,231,20856,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,United Colors of Benetton Men Casual Black Shoes,,,0,4
232,232,15983,Men,Apparel,Topwear,Shirts,Burgundy,Fall,2011.0,Casual,Turtle Solid Men  Burgundy Shirt,,,0,0
233,233,20258,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Wrangler Men Polo Charcoal T-shirt,,,0,0
234,234,28035,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016.0,Casual,Jockey ELANCE Men Grey Melange Y Front Briefs 1006,,,0,5
235,235,26993,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans,,,1,1
236,236,13248,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Casual,Palm Tree Kids Boy Solid Brown Trousers,,,0,1
237,237,43538,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,French Connection Women Blue Top,,,1,0
238,238,8325,Boys,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Doodle Boy's Athletic 77 Dept Yellow Teen Kidswear,,,2,0
239,239,31118,Girls,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Gini and Jony Girls Red Top,,,3,0
240,240,19772,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,ADIDAS Men Vigor Blue Casual Shoes,,,0,4
241,241,46876,Men,Accessories,Socks,Socks,Grey,Summer,2012.0,Casual,Lino Perros Men Pack of 2 Socks,,,0,7
242,242,5862,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Stripe Black T-shirt,,,0,0
243,243,14409,Women,Footwear,Shoes,Heels,White,Summer,2012.0,Casual,Enroute Women Casual White Heels,,,1,4
244,244,58726,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Puma Men Grey T-shirt,,,0,0
245,245,51499,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Women Blue Jeans,,,1,1
246,246,29583,Women,Footwear,Shoes,Flats,Silver,Summer,2012.0,Casual,Puma Women Grace Silver Sandals,,,1,4
247,247,7709,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Jealous 21 Women's Aaren Black Jegging,,,1,1
248,248,28451,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Casual,Urban Yoga Women Black Track Pants,,,1,1
249,249,43960,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Indigo Nation Men Grey Striped Shirt,,,0,0
250,250,8741,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Indigo Nation Men Checks Shirt Navy Blue Shirts,,,0,0
251,251,34832,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Sukoi White Sports Shoes,,,0,4
252,252,23885,Men,Footwear,Shoes,Sports Shoes,Grey,Winter,2012.0,Sports,Fila Men Grey Hex Sports Shoes,,,0,4
253,253,22359,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,John Players Men Check Blue Shirt,,,0,0
254,254,19124,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,2011.0,Casual,Lotto Women XL Kelly Pink Slippers,,,1,8
255,255,49654,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Casual,Mineral Women Grey Skirt,,,1,1
256,256,2049,Men,Apparel,Topwear,Tshirts,White,Summer,2010.0,Sports,ADIDAS Men's Slim Fit White T-shirt,,,0,0
257,257,17882,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016.0,Casual,Levis Men Comfort Style White Innerwear Vest,,,0,5
258,258,33019,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2012.0,Ethnic,Mother Earth Women Printed Yellow Kurta,,,1,0
259,259,41439,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012.0,Sports,Lee Cooper Men Black Sports Shoes,,,0,4
260,260,11349,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Chicago Fit Jeans,,,0,1
261,261,24892,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Black T-shirt,,,0,0
262,262,58514,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Tonga Women Grey Top,,,1,0
263,263,33825,Women,Footwear,Shoes,Sports Shoes,Silver,Summer,2012.0,Sports,Puma Women Kuris Silver & Grey Sports Shoes,,,1,4
264,264,38637,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Nike Men Red Delhi T-shirt,,,0,0
265,265,5896,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Puma Men Cavallino Black Shoe,,,0,4
266,266,4944,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Gini and Jony Boy's Kaleb White Brown Infant Kidswear,,,0,0
267,267,10861,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wrangler Men Dirt Riders White T-Shirts,,,0,0
268,268,59600,Women,Apparel,Saree,Sarees,Rust,Fall,2012.0,Ethnic,FNF Rust Wedding Collection Sari,,,1,3
269,269,47508,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Facit Men Black Brief,,,0,5
270,270,54923,Girls,Apparel,Bottomwear,Capris,Olive,Summer,2012.0,Casual,Do u speak Green Girls Olive 3/4 Pant,,,3,1
271,271,17278,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed  Steeple Grey Tshirt,,,0,0
272,272,31588,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012.0,Casual,Mark Taylor Men Printed Maroon T-shirt,,,0,0
273,273,49492,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,2012.0,Casual,Vans Men Maroon & Grey Era Shoes,,,0,4
274,274,18230,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Manchester United Men Printed White Tshirt,,,0,0
275,275,23871,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,ADIDAS Men Grey Striped T-shirt,,,0,0
276,276,9667,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling Red Black Shirts,,,0,0
277,277,16198,Men,Apparel,Bottomwear,Tracksuits,Black,Fall,2011.0,Sports,Puma Men Poly Knitted Black Tracksuit,,,0,1
278,278,3953,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Jealous 21 Women's Red Peace T-shirt,,,1,0
279,279,28697,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,W Women Printed Black Kurta,,,1,0
280,280,12538,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2011.0,Casual,Puma Men Solid Blue Track Pants,,,0,1
281,281,8587,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Red Check Shirt,,,0,0
282,282,42248,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Sepia Women Pink Top,,,1,0
283,283,17876,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016.0,Casual,Levis Men Comfort Style Grey Innerwear Vest,,,0,5
284,284,9455,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,John Miller Men Red Striped Shirt,,,0,0
285,285,18002,Women,Apparel,Bottomwear,Capris,Black,Summer,2011.0,Sports,Puma Women Essential Skinny Black 3/4 Pant,,,1,1
286,286,1638,Unisex,Apparel,Bottomwear,Swimwear,Blue,Fall,2010.0,Sports,Nabaiji Swimming Goggles Blue Black,,,4,1
287,287,32903,Women,Apparel,Bottomwear,Shorts,Red,Summer,2012.0,Casual,Allen Solly Women Red Shorts,,,1,1
288,288,6079,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,UCB Men's Johny Collar With Two Tone Grey T-shirt,,,0,0
289,289,12960,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Sports White Sports Shoes,,,0,4
290,290,29321,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,ADIDAS Men Black Jersey,,,0,0
291,291,9031,Men,Footwear,Shoes,Casual Shoes,Tan,Winter,2011.0,Casual,Buckaroo Men loma Tan Casual Shoes,,,0,4
292,292,26369,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Arrow Woman Blue Shirt,,,1,0
293,293,33489,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Doodle Kids Boy Check Green Shirt,,,0,0
294,294,59056,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2012.0,Casual,Carlton London Women Blue & Cream Shoes,,,1,4
295,295,15379,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Fila Men Lobato Black Casual Shoes,,,0,4
296,296,45409,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black & Brown Sandals,,,1,4
297,297,56822,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,John Players Men Beige Shorts,,,0,1
298,298,40947,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Core Red T-shirt,,,2,0
299,299,39381,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Peter England Men Party Black Jeans,,,0,1
300,300,15977,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Turtle Solid Men Red Shirt,,,0,0
301,301,32769,Men,Apparel,Topwear,Tshirts,Blue,Spring,2013.0,Casual,Music Men Printed Blue T-shirt,,,0,0
302,302,10439,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Flying Machine Men Walnut Brown Tshirts,,,0,0
303,303,14099,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Flying Machine Women Solid Pink Tops,,,1,0
304,304,1852,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men Ride It Or Die T-shirt,,,0,0
305,305,30802,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Ethnic,Fabindia Men Blue Shirt,,,0,0
306,306,51009,Women,Apparel,Innerwear,Bra,Rose,Summer,2017.0,Casual,Enamor Rose Full Figure Bra FF07,,,1,5
307,307,29113,Women,Accessories,Socks,Socks,White,Summer,2012.0,Casual,Puma Women Pack of 3 Socks,,,1,7
308,308,7399,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men's Black Formal Shoe,,,0,4
309,309,26967,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,Jealous 21 Women Check Navy Blue Top,,,1,0
310,310,27089,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Aneri Women Jazz Brown Kurta,,,1,0
311,311,9203,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Men Axis XT Black Shoes,,,0,4
312,312,51835,Women,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Bwitch Red Lace  Briefs,,,1,5
313,313,3739,Men,Accessories,Headwear,Caps,Blue,Fall,2010.0,Sports,ADIDAS Men Delhi Daredevil Blue Cap,,,0,6
314,314,19786,Men,Apparel,Topwear,Tshirts,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Navy Blue Tshirt,,,0,0
315,315,44948,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Men Black Aquil II Sports Shoes,,,0,4
316,316,24091,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Manchester United Men Navy Blue Striped T-shirt,,,0,0
317,317,33026,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012.0,Ethnic,Mother Earth Women Pink Kurta,,,1,0
318,318,41406,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Wrangler Women Pink T-shirt,,,1,0
319,319,11376,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,United Colors Of Benetton Women Light Winter Grey Tops,,,1,0
320,320,14604,Men,Accessories,Socks,Socks,Green,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Green Socks,,,0,7
321,321,4381,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Superman Men's Silhouette Light Blue T-shirt,,,0,0
322,322,7504,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Sports,Nike Women's Smash Pink T-shirt,,,1,0
323,323,22366,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Ed Hardy Men New Tiger White T-Shirt,,,0,0
324,324,3998,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Spalding Men's Black and White Graphic Flip Flop,,,0,8
325,325,16153,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Enroute Men Leather Black Formal Shoes,,,0,4
326,326,50746,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Chief Men Black Formal Shoes,,,0,4
327,327,34203,Men,Apparel,Bottomwear,Track Pants,Charcoal,Winter,2013.0,Casual,Proline Men Charcoal Grey Track Pants,,,0,1
328,328,13421,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Black Polo T-shirts,,,0,0
329,329,27614,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,Scullers Men Beige Trousers,,,0,1
330,330,22154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Lee Cooper Men Black Formal Shoes,,,0,4
331,331,16361,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,Peter England Men Stripes Maroon Shirt,,,0,0
332,332,46411,Men,Apparel,Topwear,Sweatshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Sweatshirt,,,0,0
333,333,7736,Men,Accessories,Headwear,Caps,Red,Fall,2011.0,Casual,Puma Men Ferrari Lifestyle Red Cap,,,0,6
334,334,34031,Boys,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Check Blue Shirt,,,2,0
335,335,50574,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,2016.0,Casual,Chromozome Men Pack of Two Trunks,,,0,5
336,336,31543,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Classic Polo Men Striped Navy Blue T-shirt,,,0,0
337,337,19329,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Puma Men Standpunkt Brown Casual Shoes,,,0,4
338,338,13613,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016.0,Casual,Hanes Men Sleeveless V Neck Red Innerwear T-shirt,,,0,5
339,339,27426,Women,Apparel,Bottomwear,Shorts,Grey Melange,Winter,2015.0,Casual,Jockey Women Grey Melange Shorts,,,1,1
340,340,2244,Women,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,ADIDAS Women's Black T-shirt,,,1,0
341,341,33214,Women,Apparel,Topwear,Tunics,Black,Summer,2012.0,Casual,Sepia Women Printed Black & Green Tunic,,,1,0
342,342,10096,Women,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Reebok Women Reeflex Run Blue Sports Shoes,,,1,4
343,343,11144,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Price Catch Black Shirts,,,0,0
344,344,25371,Men,Apparel,Innerwear,Innerwear Vests,Maroon,Summer,2016.0,Casual,Levis Men Maroon Innerwear Vest,,,0,5
345,345,58719,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012.0,Ethnic,ALayna Women Off White  Kurta,,,1,0
346,346,34455,Women,Footwear,Shoes,Heels,Black,Spring,2013.0,Formal,Rocia Women Black Shoes,,,1,4
347,347,6280,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Men's Making Light Pink T-shirt,,,0,0
348,348,7352,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Tantra Men's Whatever Purple T-shirt,,,0,0
349,349,2620,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Men's Colors Team India T-shirt,,,0,0
350,350,43507,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012.0,Casual,French Connection Men Maroon T-shirt,,,0,0
351,351,28836,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,BIBA Women Printed Multi Coloured Kurta,,,1,0
352,352,31127,Girls,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Gini and Jony Girls Black Dress,,,3,2
353,353,11520,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,United Colors of Benetton Women Denim Black Jeans,,,1,1
354,354,25715,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012.0,Sports,ADIDAS Unisex Blue Cap,,,4,6
355,355,40382,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Tokyo Talkies Women Pink Top,,,1,0
356,356,57335,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Amante White Bra BCSO01,,,1,5
357,357,20267,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Heels,,,1,4
358,358,14052,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Flying Machine Men Solid White Shirts,,,0,0
359,359,53795,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt,,,0,0
360,360,44722,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,2012.0,Casual,Lotto Women Red & Orange Disco Holic Flip Flops,,,1,8
361,361,5405,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Kalenji Ekiden Comfort Prime 2011,,,0,4
362,362,39178,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aneri Women Blue & Brown Printed Kurta,,,1,0
363,363,32590,Women,Apparel,Bottomwear,Shorts,Brown,Summer,2012.0,Casual,ONLY Women Brown Shorts,,,1,1
364,364,11712,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Lee Men Solid Blue Shirts,,,0,0
365,365,25527,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Wrangler Women Stella Green Shirt,,,1,0
366,366,57107,Women,Apparel,Topwear,Tops,Olive,Summer,2012.0,Casual,Elle Women Green Essentials Top,,,1,0
367,367,39944,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013.0,Casual,GAS Men Grey Namib Shoes,,,0,4
368,368,21187,Men,Footwear,Flip Flops,Flip Flops,Yellow,Summer,2011.0,Casual,ADIDAS Men Plugged In Yellow Flip Flops,,,0,8
369,369,36130,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Nike Men Dunk High Grey Shoes,,,0,4
370,370,44510,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Converse Unisex Black Shoes,,,4,4
371,371,50322,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Aurelia Women Black Kurta,,,1,0
372,372,13879,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts,,,0,0
373,373,46247,Women,Apparel,Topwear,Tunics,Pink,Summer,2012.0,Casual,Fusion Beats Women Dark Pink Tunic,,,1,0
374,374,7160,Women,Apparel,Topwear,Tunics,Purple,Fall,2011.0,Casual,Scullers For Her Women Fashion Summer Lite Aubergine Tunics,,,1,0
375,375,22702,Women,Footwear,Shoes,Casual Shoes,Beige,Fall,2011.0,Casual,Nike Women Beige Dunk High Casual Shoes,,,1,4
376,376,8914,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Men Future Cat Remix SF White Sports Shoes,,,0,4
377,377,16537,Men,Accessories,Headwear,Caps,Blue,Fall,2011.0,Casual,Probase Men Check Blue Cap,,,0,6
378,378,13045,Women,Footwear,Shoes,Flats,Maroon,Winter,2012.0,Casual,Inc 5 Women Casual Maroon Sandals,,,1,4
379,379,27270,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Mother Earth Women Printed Maroon Kurta,,,1,0
380,380,12197,Men,Apparel,Topwear,Tshirts,Orange,Summer,2013.0,Casual,Basics Men Orange Polo T-shirt,,,0,0
381,381,55650,Women,Footwear,Shoes,Heels,Multi,Winter,2015.0,Casual,Catwalk Women Multi-coloured Heels,,,1,4
382,382,31315,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,W Women Brown Kurta,,,1,0
383,383,6274,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,UCB Women's Crystal Benetton Green T-shirt,,,1,0
384,384,47153,Girls,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Capris,,,3,1
385,385,17623,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,ADIDAS Men Solid Grey Track Pant,,,0,1
386,386,26958,Women,Apparel,Topwear,Shirts,Teal,Summer,2012.0,Casual,Jealous 21 Women Teal Shirt,,,1,0
387,387,35573,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2013.0,Casual,Gliders Men Esquire Blue Flip Flops,,,0,8
388,388,13283,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Gini and Jony Kids Boys Check Blue Shirts,,,0,0
389,389,54544,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012.0,Sports,F Sports Men Black Pace Sports Shoes,,,0,4
390,390,3706,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Classic Polo Men's Grey Red & Brown Stripe T-shirt,,,0,0
391,391,26164,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,John Miller Men Striped Grey Trousers,,,0,1
392,392,40376,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Tokyo Talkies Women Yellow Top,,,1,0
393,393,24633,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,2011.0,Casual,ADIDAS Women Polka Pink Flip Flops,,,1,8
394,394,10406,Women,Apparel,Dress,Dresses,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Dresses,,,1,2
395,395,4523,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Puma Men's Faas Blue White Silver Red Shoe,,,0,4
396,396,45604,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Arrow Men Brown Formal Shoes,,,0,4
397,397,15174,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2013.0,Casual,Arrow Men Yellow Polo T-shirt,,,0,0
398,398,53761,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Green and Blue T-shirt,,,0,0
